,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
788,104129058,Ático en venta en Porta,Nou Barris, Barcelona,495000,"
520000 €
",0,160,5.0,Planta 6ª exterior con ascensor,False,True,False,True,False,True,False,False,False,Buen estado,,,
789,105579862,Piso en venta en La Trinitat Nova,Nou Barris, Barcelona,170000,170000,0,78,3.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
790,101155844,Piso en venta en calle de Baltasar Gracián,La Prosperitat, Barcelona,182000,182000,0,66,2.0,Planta 4ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,203,43,
791,102173425,Piso en venta en calle de Costabona,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,123000,123000,0,69,3.0,Planta 5ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,148,28,
792,102563110,Estudio en venta en calle de s'Agaró,La Trinitat Nova, Barcelona,149000,149000,0,66,,Planta 3ª,False,False,False,False,False,False,False,False,False,Buen estado,,,
793,105378804,Piso en venta en La Prosperitat,Nou Barris, Barcelona,170000,170000,0,63,3.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
794,104542488,Ático en venta en La Prosperitat,Nou Barris, Barcelona,232000,232000,0,68,2.0,Planta 4ª exterior sin ascensor,False,True,False,True,False,True,False,False,False,Buen estado,,,
795,103662585,Piso en venta en calle de Beret,Can Peguera - El Turó de la Peira, Barcelona,139500,139500,0,62,2.0,Planta 3ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
796,105943467,"Piso en venta en calle de Góngora, 20",Verdun, Barcelona,90000,90000,0,48,2.0,,False,False,False,False,False,False,False,False,False,Buen estado,"140,7",,
797,102122014,Piso en venta en Porta,Nou Barris, Barcelona,232000,232000,0,84,3.0,Planta 1ª,False,False,False,False,False,False,False,False,False,Buen estado,,,
798,103783404,Piso en venta en Les Roquetes,Nou Barris, Barcelona,111900,111900,0,78,2.0,Planta 2ª exterior sin ascensor,True,False,False,True,False,True,False,False,False,Buen estado,,,
799,103438134,Piso en venta en Can Peguera - El Turó de la Peira,Nou Barris, Barcelona,89000,89000,0,59,2.0,Planta 4ª exterior con ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
800,105094715,Piso en venta en calle del Cadí,Can Peguera - El Turó de la Peira, Barcelona,155000,155000,0,61,2.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
